Model,ModelVariant,PartNumber,Availability
What’s new in 2020,199.00,SAT5013,No
What’s new in 2020,199.00,SAT5013,No
What’s new in 2020,199.00,SAT5014,No
What’s new in 2020,199.00,SAT5014,No
What’s new in 2020,199.00,SAT5015,No
What’s new in 2020,199.00,SAT5015,No
MY20 Liberty sedan,2.5i,J1010AL310,No
MY20 Liberty sedan,2.5P,J1010AL310,Yes
MY20 Liberty sedan,3.6R,J1010AL310,Yes
MY20 Liberty sedan,2.5i,J1010AL310K,No
MY20 Liberty sedan,2.5P,J1010AL310K,No
MY20 Liberty sedan,3.6R,J1010AL310K,Yes
MY20 Liberty sedan,2.5i,B3110VA500K,Yes
MY20 Liberty sedan,2.5P,B3110VA500K,Yes
MY20 Liberty sedan,3.6R,B3110VA500K,Yes
MY20 Liberty sedan,2.5i,B3110VA600K,Yes
MY20 Liberty sedan,2.5P,B3110VA600K,Yes
MY20 Liberty sedan,3.6R,B3110VA600K,Yes
MY20 Liberty sedan,2.5i,J101AAL010,No
MY20 Liberty sedan,2.5P,J101AAL010,Yes
MY20 Liberty sedan,3.6R,J101AAL010,Yes
MY20 Liberty sedan,2.5i,F0010AL700,Yes
MY20 Liberty sedan,2.5P,F0010AL700,Yes
MY20 Liberty sedan,3.6R,F0010AL700,Yes
MY20 Liberty sedan,2.5i,J1010AL001NN,No
MY20 Liberty sedan,2.5P,J1010AL001NN,Yes
MY20 Liberty sedan,3.6R,J1010AL001NN,Yes
MY20 Liberty sedan,2.5i,J1010AL101NN,No
MY20 Liberty sedan,2.5P,J1010AL101NN,No
MY20 Liberty sedan,3.6R,J1010AL101NN,Yes
MY20 Liberty sedan,2.5i,J1010AL024NN,Yes
MY20 Liberty sedan,2.5P,J1010AL024NN,Yes
MY20 Liberty sedan,3.6R,J1010AL024NN,Yes
MY20 Liberty sedan,2.5i,F4110SG000,Yes
MY20 Liberty sedan,2.5P,F4110SG000,Yes
MY20 Liberty sedan,3.6R,F4110SG000,Yes
MY20 Liberty sedan,2.5i,J5010AL000,Yes
MY20 Liberty sedan,2.5P,J5010AL000,Yes
MY20 Liberty sedan,3.6R,J5010AL000,Yes
MY20 Liberty sedan,2.5i,J5010AL100,Yes
MY20 Liberty sedan,2.5P,J5010AL100,Yes
MY20 Liberty sedan,3.6R,J5010AL100,Yes
MY20 Liberty sedan,2.5i,J1010AL600##,Yes
MY20 Liberty sedan,2.5P,J1010AL600##,Yes
MY20 Liberty sedan,3.6R,J1010AL600##,Yes
MY20 Liberty sedan,2.5i,J1010AL600NN,Yes
MY20 Liberty sedan,2.5P,J1010AL600NN,Yes
MY20 Liberty sedan,3.6R,J1010AL600NN,Yes
MY20 Liberty sedan,2.5i,SAT2017,Yes
MY20 Liberty sedan,2.5P,SAT2017,Yes
MY20 Liberty sedan,3.6R,SAT2017,Yes
MY20 Liberty sedan,2.5i,SAT6003,Yes
MY20 Liberty sedan,2.5P,SAT6003,Yes
MY20 Liberty sedan,3.6R,SAT6003,Yes
MY20 Liberty sedan,2.5i,L101AAL012,Yes
MY20 Liberty sedan,2.5P,L101AAL012,Yes
MY20 Liberty sedan,3.6R,L101AAL012,Yes
MY20 Liberty sedan,2.5i,J501AAL100,Yes
MY20 Liberty sedan,2.5P,J501AAL100,Yes
MY20 Liberty sedan,3.6R,J501AAL100,Yes
MY20 Liberty sedan,2.5i,SAT3011,Yes
MY20 Liberty sedan,2.5P,SAT3011,Yes
MY20 Liberty sedan,3.6R,SAT3011,Yes
MY20 Liberty sedan,2.5i,SAT8023,Yes
MY20 Liberty sedan,2.5P,SAT8023,Yes
MY20 Liberty sedan,3.6R,SAT8023,Yes
MY20 Liberty sedan,2.5i,SAT8024,Yes
MY20 Liberty sedan,2.5P,SAT8024,Yes
MY20 Liberty sedan,3.6R,SAT8024,Yes
MY20 Liberty sedan,2.5i,SAT8028,Yes
MY20 Liberty sedan,2.5P,SAT8028,Yes
MY20 Liberty sedan,3.6R,SAT8028,Yes
MY20 Liberty sedan,2.5i,SAT8018,Yes
MY20 Liberty sedan,2.5P,SAT8018,Yes
MY20 Liberty sedan,3.6R,SAT8018,Yes
MY20 Liberty sedan,2.5i,SAT8019,Yes
MY20 Liberty sedan,2.5P,SAT8019,Yes
MY20 Liberty sedan,3.6R,SAT8019,Yes
MY20 Liberty sedan,2.5i,SA1042,Yes
MY20 Liberty sedan,2.5P,SA1042,Yes
MY20 Liberty sedan,3.6R,SA1042,Yes
MY20 Liberty sedan,2.5i,SAT9012,Yes
MY20 Liberty sedan,2.5P,SAT9012,Yes
MY20 Liberty sedan,3.6R,SAT9012,Yes
MY20 Liberty sedan,2.5i,SAT9013,Yes
MY20 Liberty sedan,2.5P,SAT9013,Yes
MY20 Liberty sedan,3.6R,SAT9013,Yes
MY20 Liberty sedan,2.5i,SA1139,Yes
MY20 Liberty sedan,2.5P,SA1139,Yes
MY20 Liberty sedan,3.6R,SA1139,Yes
MY20 Liberty sedan,2.5i,SAT9018,Yes
MY20 Liberty sedan,2.5P,SAT9018,Yes
MY20 Liberty sedan,3.6R,SAT9018,Yes
MY20 Liberty sedan,2.5i,SAT8016,Yes
MY20 Liberty sedan,2.5P,SAT8016,Yes
MY20 Liberty sedan,3.6R,SAT8016,Yes
MY20 Liberty sedan,2.5i,SAT5013,Yes
MY20 Liberty sedan,2.5P,SAT5013,Yes
MY20 Liberty sedan,3.6R,SAT5013,Yes
MY20 Liberty sedan,2.5i,SAT5014,Yes
MY20 Liberty sedan,2.5P,SAT5014,Yes
MY20 Liberty sedan,3.6R,SAT5014,Yes
MY20 Liberty sedan,2.5i,SAT5015,Yes
MY20 Liberty sedan,2.5P,SAT5015,Yes
MY20 Liberty sedan,3.6R,SAT5015,Yes
MY20 Liberty sedan,2.5i,SAT8030,Yes
MY20 Liberty sedan,2.5P,SAT8030,Yes
MY20 Liberty sedan,3.6R,SAT8030,Yes
MY20 Liberty sedan,2.5i,SAT9004,Yes
MY20 Liberty sedan,2.5P,SAT9004,Yes
MY20 Liberty sedan,3.6R,SAT9004,Yes
MY20 Liberty sedan,2.5i,SAP925,Yes
MY20 Liberty sedan,2.5P,SAP925,Yes
MY20 Liberty sedan,3.6R,SAP925,Yes
MY20 Liberty sedan,2.5i,SAP927,Yes
MY20 Liberty sedan,2.5P,SAP927,Yes
MY20 Liberty sedan,3.6R,SAP927,Yes
MY20 Liberty sedan,2.5i,B327EYA000,Yes
MY20 Liberty sedan,2.5P,B327EYA000,Yes
MY20 Liberty sedan,3.6R,B327EYA000,Yes
MY20 Liberty sedan,2.5i,H481AAL400##,Yes
MY20 Liberty sedan,2.5P,H481AAL400##,Yes
MY20 Liberty sedan,3.6R,H481AAL400##,Yes
MY20 Liberty sedan,2.5i,H481AAL300##,Yes
MY20 Liberty sedan,2.5P,H481AAL300##,Yes
MY20 Liberty sedan,3.6R,H481AAL300##,Yes
MY20 Liberty sedan,2.5i,H6710AL010,Yes
MY20 Liberty sedan,2.5P,H6710AL010,Yes
MY20 Liberty sedan,3.6R,H6710AL010,Yes
MY20 Liberty sedan,2.5i,92172AG040,Yes
MY20 Liberty sedan,2.5P,92172AG040,Yes
MY20 Liberty sedan,3.6R,92172AG040,Yes
MY20 Liberty sedan,2.5i,SAT9007,Yes
MY20 Liberty sedan,2.5P,SAT9007,Yes
MY20 Liberty sedan,3.6R,SAT9007,Yes
MY20 Liberty sedan,2.5i,0101253000,Yes
MY20 Liberty sedan,2.5P,0101253000,Yes
MY20 Liberty sedan,3.6R,0101253000,Yes
MY20 Liberty sedan,2.5i,ST96020BB050A,Yes
MY20 Liberty sedan,2.5P,ST96020BB050A,Yes
MY20 Liberty sedan,3.6R,ST96020BB050A,Yes
MY20 Liberty sedan,2.5i,C1010AL000,Yes
MY20 Liberty sedan,2.5P,C1010AL000,Yes
MY20 Liberty sedan,3.6R,C1010AL000,Yes
MY20 Liberty sedan,2.5i,E4010AL000,Yes
MY20 Liberty sedan,2.5P,E4010AL000,Yes
MY20 Liberty sedan,3.6R,E4010AL000,Yes
MY20 Liberty sedan,2.5i,B3110AL031K,Yes
MY20 Liberty sedan,2.5P,B3110AL031K,Yes
MY20 Liberty sedan,3.6R,B3110AL031K,Yes
MY20 Liberty sedan,2.5i,B3110AL041K,Yes
MY20 Liberty sedan,2.5P,B3110AL041K,Yes
MY20 Liberty sedan,3.6R,B3110AL041K,Yes
MY20 Liberty sedan,2.5i,B3110AL051K,Yes
MY20 Liberty sedan,2.5P,B3110AL051K,Yes
MY20 Liberty sedan,3.6R,B3110AL051K,Yes
MY20 Liberty sedan,2.5i,ST28170ST060,Yes
MY20 Liberty sedan,2.5P,ST28170ST060,Yes
MY20 Liberty sedan,3.6R,ST28170ST060,Yes
MY20 Liberty sedan,2.5i,ST28102ST030,Yes
MY20 Liberty sedan,2.5P,ST28102ST030,Yes
MY20 Liberty sedan,3.6R,ST28102ST030,Yes
MY20 Outback,2.5i,J1010AL310,No
MY20 Outback,2.5X,J1010AL310,No
MY20 Outback,2.5P,J1010AL310,No
MY20 Outback,3.6R,J1010AL310,Yes
MY20 Outback,2.0D,J1010AL310,Yes
MY20 Outback,2.0D,J1010AL310,Yes
MY20 Outback,2.5i,J1010AL310K,No
MY20 Outback,2.5X,J1010AL310K,No
MY20 Outback,2.5P,J1010AL310K,No
MY20 Outback,3.6R,J1010AL310K,No
MY20 Outback,2.0D,J1010AL310K,No
MY20 Outback,2.0D,J1010AL310K,Yes
MY20 Outback,2.5i,J5010AL000,Yes
MY20 Outback,2.5X,J5010AL000,Yes
MY20 Outback,2.5P,J5010AL000,Yes
MY20 Outback,3.6R,J5010AL000,Yes
MY20 Outback,2.0D,J5010AL000,Yes
MY20 Outback,2.0D,J5010AL000,Yes
MY20 Outback,2.5i,J5010AL100,Yes
MY20 Outback,2.5X,J5010AL100,Yes
MY20 Outback,2.5P,J5010AL100,Yes
MY20 Outback,3.6R,J5010AL100,Yes
MY20 Outback,2.0D,J5010AL100,Yes
MY20 Outback,2.0D,J5010AL100,Yes
MY20 Outback,2.5i,J101AAL010,No
MY20 Outback,2.5X,J101AAL010,No
MY20 Outback,2.5P,J101AAL010,Yes
MY20 Outback,3.6R,J101AAL010,Yes
MY20 Outback,2.0D,J101AAL010,Yes
MY20 Outback,2.0D,J101AAL010,Yes
MY20 Outback,2.5i,E771SAL001,Yes
MY20 Outback,2.5X,E771SAL001,Yes
MY20 Outback,2.5P,E771SAL001,Yes
MY20 Outback,3.6R,E771SAL001,Yes
MY20 Outback,2.0D,E771SAL001,Yes
MY20 Outback,2.0D,E771SAL001,Yes
MY20 Outback,2.5i,E7710AL000,Yes
MY20 Outback,2.5X,E7710AL000,Yes
MY20 Outback,2.5P,E7710AL000,Yes
MY20 Outback,3.6R,E7710AL000,Yes
MY20 Outback,2.0D,E7710AL000,Yes
MY20 Outback,2.0D,E7710AL000,Yes
MY20 Outback,2.5i,F0010AL300,Yes
MY20 Outback,2.5X,F0010AL300,Yes
MY20 Outback,2.5P,F0010AL300,Yes
MY20 Outback,3.6R,F0010AL300,Yes
MY20 Outback,2.0D,F0010AL300,Yes
MY20 Outback,2.0D,F0010AL300,Yes
MY20 Outback,2.5i,J1010AL201,Yes
MY20 Outback,2.5X,J1010AL201,Standard
MY20 Outback,2.5P,J1010AL201,Standard
MY20 Outback,3.6R,J1010AL201,Standard
MY20 Outback,2.0D,J1010AL201,Yes
MY20 Outback,2.0D,J1010AL201,Standard
MY20 Outback,2.5i,E2010AL300,Yes
MY20 Outback,2.5X,E2010AL300,Standard
MY20 Outback,2.5P,E2010AL300,Standard
MY20 Outback,3.6R,E2010AL300,Standard
MY20 Outback,2.0D,E2010AL300,Yes
MY20 Outback,2.0D,E2010AL300,Standard
MY20 Outback,2.5i,F4110SG000,Yes
MY20 Outback,2.5X,F4110SG000,Yes
MY20 Outback,2.5P,F4110SG000,Yes
MY20 Outback,3.6R,F4110SG000,Yes
MY20 Outback,2.0D,F4110SG000,Yes
MY20 Outback,2.0D,F4110SG000,Yes
MY20 Outback,2.5i,J1010AL650##,Yes
MY20 Outback,2.5X,J1010AL650##,Yes
MY20 Outback,2.5P,J1010AL650##,Yes
MY20 Outback,3.6R,J1010AL650##,Yes
MY20 Outback,2.0D,J1010AL650##,Yes
MY20 Outback,2.0D,J1010AL650##,Yes
MY20 Outback,2.5i,J1010AL650NN,Yes
MY20 Outback,2.5X,J1010AL650NN,Yes
MY20 Outback,2.5P,J1010AL650NN,Yes
MY20 Outback,3.6R,J1010AL650NN,Yes
MY20 Outback,2.0D,J1010AL650NN,Yes
MY20 Outback,2.0D,J1010AL650NN,Yes
MY20 Outback,2.5i,SAT2018,Yes
MY20 Outback,2.5X,SAT2018,Yes
MY20 Outback,2.5P,SAT2018,Yes
MY20 Outback,3.6R,SAT2018,Yes
MY20 Outback,2.0D,SAT2018,Yes
MY20 Outback,2.0D,SAT2018,Yes
MY20 Outback,2.5i,SAT6003,Yes
MY20 Outback,2.5X,SAT6003,Yes
MY20 Outback,2.5P,SAT6003,Yes
MY20 Outback,3.6R,SAT6003,Yes
MY20 Outback,2.0D,SAT6003,Yes
MY20 Outback,2.0D,SAT6003,Yes
MY20 Outback,2.5i,F551AAL000,Yes
MY20 Outback,2.5X,F551AAL000,Yes
MY20 Outback,2.5P,F551AAL000,Yes
MY20 Outback,3.6R,F551AAL000,Yes
MY20 Outback,2.0D,F551AAL000,Yes
MY20 Outback,2.0D,F551AAL000,Yes
MY20 Outback,2.5i,F551AAL500,Yes
MY20 Outback,2.5X,F551AAL500,Yes
MY20 Outback,2.5P,F551AAL500,Yes
MY20 Outback,3.6R,F551AAL500,Yes
MY20 Outback,2.0D,F551AAL500,Yes
MY20 Outback,2.0D,F551AAL500,Yes
MY20 Outback,2.5i,J501AAL000,Yes
MY20 Outback,2.5X,J501AAL000,Yes
MY20 Outback,2.5P,J501AAL000,Yes
MY20 Outback,3.6R,J501AAL000,Yes
MY20 Outback,2.0D,J501AAL000,Yes
MY20 Outback,2.0D,J501AAL000,Yes
MY20 Outback,2.5i,F551SAL000,Yes
MY20 Outback,2.5X,F551SAL000,Yes
MY20 Outback,2.5P,F551SAL000,Yes
MY20 Outback,3.6R,F551SAL000,Yes
MY20 Outback,2.0D,F551SAL000,Yes
MY20 Outback,2.0D,F551SAL000,Yes
MY20 Outback,2.5i,F551SAL010,Yes
MY20 Outback,2.5X,F551SAL010,Yes
MY20 Outback,2.5P,F551SAL010,Yes
MY20 Outback,3.6R,F551SAL010,Yes
MY20 Outback,2.0D,F551SAL010,Yes
MY20 Outback,2.0D,F551SAL010,Yes
MY20 Outback,2.5i,L101AAL002,Yes
MY20 Outback,2.5X,L101AAL002,Yes
MY20 Outback,2.5P,L101AAL002,Yes
MY20 Outback,3.6R,L101AAL002,Yes
MY20 Outback,2.0D,L101AAL002,Yes
MY20 Outback,2.0D,L101AAL002,Yes
MY20 Outback,2.5i,H6710AL100,Yes
MY20 Outback,2.5X,H6710AL100,Yes
MY20 Outback,2.5P,H6710AL100,Yes
MY20 Outback,3.6R,H6710AL100,Yes
MY20 Outback,2.0D,H6710AL100,Yes
MY20 Outback,2.0D,H6710AL100,Yes
MY20 Outback,2.5i,SAT8011,Yes
MY20 Outback,2.5X,SAT8011,Yes
MY20 Outback,2.5P,SAT8011,Yes
MY20 Outback,3.6R,SAT8011,Yes
MY20 Outback,2.0D,SAT8011,Yes
MY20 Outback,2.0D,SAT8011,Yes
MY20 Outback,2.5i,SAT8027,Yes
MY20 Outback,2.5X,SAT8027,Yes
MY20 Outback,2.5P,SAT8027,Yes
MY20 Outback,3.6R,SAT8027,Yes
MY20 Outback,2.0D,SAT8027,Yes
MY20 Outback,2.0D,SAT8027,Yes
MY20 Outback,2.5i,SAT8012,Yes
MY20 Outback,2.5X,SAT8012,Yes
MY20 Outback,2.5P,SAT8012,Yes
MY20 Outback,3.6R,SAT8012,Yes
MY20 Outback,2.0D,SAT8012,Yes
MY20 Outback,2.0D,SAT8012,Yes
MY20 Outback,2.5i,SAT8023,Yes
MY20 Outback,2.5X,SAT8023,Yes
MY20 Outback,2.5P,SAT8023,Yes
MY20 Outback,3.6R,SAT8023,Yes
MY20 Outback,2.0D,SAT8023,Yes
MY20 Outback,2.0D,SAT8023,Yes
MY20 Outback,2.5i,SAT8024,Yes
MY20 Outback,2.5X,SAT8024,Yes
MY20 Outback,2.5P,SAT8024,Yes
MY20 Outback,3.6R,SAT8024,Yes
MY20 Outback,2.0D,SAT8024,Yes
MY20 Outback,2.0D,SAT8024,Yes
MY20 Outback,2.5i,SAT9018,Yes
MY20 Outback,2.5X,SAT9018,Yes
MY20 Outback,2.5P,SAT9018,Yes
MY20 Outback,3.6R,SAT9018,Yes
MY20 Outback,2.0D,SAT9018,Yes
MY20 Outback,2.0D,SAT9018,Yes
MY20 Outback,2.5i,SAT8016,Yes
MY20 Outback,2.5X,SAT8016,Yes
MY20 Outback,2.5P,SAT8016,Yes
MY20 Outback,3.6R,SAT8016,Yes
MY20 Outback,2.0D,SAT8016,Yes
MY20 Outback,2.0D,SAT8016,Yes
MY20 Outback,2.5i,SAT8017,Yes
MY20 Outback,2.5X,SAT8017,Yes
MY20 Outback,2.5P,SAT8017,Yes
MY20 Outback,3.6R,SAT8017,Yes
MY20 Outback,2.0D,SAT8017,Yes
MY20 Outback,2.0D,SAT8017,Yes
MY20 Outback,2.5i,SAT5013,Yes
MY20 Outback,2.5X,SAT5013,Yes
MY20 Outback,2.5P,SAT5013,Yes
MY20 Outback,3.6R,SAT5013,Yes
MY20 Outback,2.0D,SAT5013,Yes
MY20 Outback,2.0D,SAT5013,Yes
MY20 Outback,2.5i,SAT5014,Yes
MY20 Outback,2.5X,SAT5014,Yes
MY20 Outback,2.5P,SAT5014,Yes
MY20 Outback,3.6R,SAT5014,Yes
MY20 Outback,2.0D,SAT5014,Yes
MY20 Outback,2.0D,SAT5014,Yes
MY20 Outback,2.5i,SAT5015,Yes
MY20 Outback,2.5X,SAT5015,Yes
MY20 Outback,2.5P,SAT5015,Yes
MY20 Outback,3.6R,SAT5015,Yes
MY20 Outback,2.0D,SAT5015,Yes
MY20 Outback,2.0D,SAT5015,Yes
MY20 Outback,2.5i,SAT8030,Yes
MY20 Outback,2.5X,SAT8030,Yes
MY20 Outback,2.5P,SAT8030,Yes
MY20 Outback,3.6R,SAT8030,Yes
MY20 Outback,2.0D,SAT8030,Yes
MY20 Outback,2.0D,SAT8030,Yes
MY20 Outback,2.5i,SAT9004,Yes
MY20 Outback,2.5X,SAT9004,Yes
MY20 Outback,2.5P,SAT9004,Yes
MY20 Outback,3.6R,SAT9004,Yes
MY20 Outback,2.0D,SAT9004,Yes
MY20 Outback,2.0D,SAT9004,Yes
MY20 Outback,2.5i,SAP925,Yes
MY20 Outback,2.5X,SAP925,Yes
MY20 Outback,2.5P,SAP925,Yes
MY20 Outback,3.6R,SAP925,Yes
MY20 Outback,2.0D,SAP925,Yes
MY20 Outback,2.0D,SAP925,Yes
MY20 Outback,2.5i,SAP927,Yes
MY20 Outback,2.5X,SAP927,Yes
MY20 Outback,2.5P,SAP927,Yes
MY20 Outback,3.6R,SAP927,Yes
MY20 Outback,2.0D,SAP927,Yes
MY20 Outback,2.0D,SAP927,Yes
MY20 Outback,2.5i,B327EYA000,Yes
MY20 Outback,2.5X,B327EYA000,Yes
MY20 Outback,2.5P,B327EYA000,Yes
MY20 Outback,3.6R,B327EYA000,Yes
MY20 Outback,2.0D,B327EYA000,Yes
MY20 Outback,2.0D,B327EYA000,Yes
MY20 Outback,2.5i,H481AAL200##,Yes
MY20 Outback,2.5X,H481AAL200##,Yes
MY20 Outback,2.5P,H481AAL200##,Yes
MY20 Outback,3.6R,H481AAL200##,Yes
MY20 Outback,2.0D,H481AAL200##,Yes
MY20 Outback,2.0D,H481AAL200##,Yes
MY20 Outback,2.5i,H481AAL500,Yes
MY20 Outback,2.5X,H481AAL500,Yes
MY20 Outback,2.5P,H481AAL500,Yes
MY20 Outback,3.6R,H481AAL500,Yes
MY20 Outback,2.0D,H481AAL500,Yes
MY20 Outback,2.0D,H481AAL500,Yes
MY20 Outback,2.5i,H6710AL010,Yes
MY20 Outback,2.5X,H6710AL010,Yes
MY20 Outback,2.5P,H6710AL010,Yes
MY20 Outback,3.6R,H6710AL010,Yes
MY20 Outback,2.0D,H6710AL010,Yes
MY20 Outback,2.0D,H6710AL010,Yes
MY20 Outback,2.5i,92172AG040,Yes
MY20 Outback,2.5X,92172AG040,Yes
MY20 Outback,2.5P,92172AG040,Yes
MY20 Outback,3.6R,92172AG040,Yes
MY20 Outback,2.0D,92172AG040,Yes
MY20 Outback,2.0D,92172AG040,Yes
MY20 Outback,2.5i,SAT9007,Yes
MY20 Outback,2.5X,SAT9007,Yes
MY20 Outback,2.5P,SAT9007,Yes
MY20 Outback,3.6R,SAT9007,Yes
MY20 Outback,2.0D,SAT9007,Yes
MY20 Outback,2.0D,SAT9007,Yes
MY20 Outback,2.5i,0101253000,Yes
MY20 Outback,2.5X,0101253000,Yes
MY20 Outback,2.5P,0101253000,Yes
MY20 Outback,3.6R,0101253000,Yes
MY20 Outback,2.0D,0101253000,Yes
MY20 Outback,2.0D,0101253000,Yes
MY20 Outback,2.5i,C1010AL000,Yes
MY20 Outback,2.5X,C1010AL000,Yes
MY20 Outback,2.5P,C1010AL000,Yes
MY20 Outback,3.6R,C1010AL000,Yes
MY20 Outback,2.0D,C1010AL000,Yes
MY20 Outback,2.0D,C1010AL000,Yes
MY20 Outback,2.5i,E4010AL000,Yes
MY20 Outback,2.5X,E4010AL000,Yes
MY20 Outback,2.5P,E4010AL000,Yes
MY20 Outback,3.6R,E4010AL000,Yes
MY20 Outback,2.0D,E4010AL000,Yes
MY20 Outback,2.0D,E4010AL000,Yes
MY20 Outback accessories,2.5i,SAK9182,No
MY20 Outback accessories,2.0D,SAK9182,No
MY20 Outback accessories,2.5i,SAK9182,No
MY20 Outback accessories,2.0D,SAK9182,No
MY20 Levorg,1.6,E1010VA200,Yes
MY20 Levorg,1.6,E1010VA200,Yes
MY20 Levorg,2.0,E1010VA200,Yes
MY20 Levorg,2.0,E1010VA200,Yes
MY20 Levorg,1.6,E1010VA300,Yes
MY20 Levorg,1.6,E1010VA300,Yes
MY20 Levorg,2.0,E1010VA300,Yes
MY20 Levorg,2.0,E1010VA300,Yes
MY20 Levorg,1.6,B3110VA500K,Yes
MY20 Levorg,1.6,B3110VA500K,Yes
MY20 Levorg,2.0,B3110VA500K,Yes
MY20 Levorg,2.0,B3110VA500K,Yes
MY20 Levorg,1.6,B3110VA600K,Yes
MY20 Levorg,1.6,B3110VA600K,Yes
MY20 Levorg,2.0,B3110VA600K,Yes
MY20 Levorg,2.0,B3110VA600K,Yes
MY20 Levorg,1.6,J1010VA300##,No
MY20 Levorg,1.6,J1010VA300##,No
MY20 Levorg,2.0,J1010VA300##,No
MY20 Levorg,2.0,J1010VA300##,Yes
MY20 Levorg,1.6,E2410VA210NN,No
MY20 Levorg,1.6,E2410VA210NN,Yes
MY20 Levorg,2.0,E2410VA210NN,Yes
MY20 Levorg,2.0,E2410VA210NN,Yes
MY20 Levorg,1.6,E7210VA200NN,Yes
MY20 Levorg,1.6,E7210VA200NN,Yes
MY20 Levorg,2.0,E7210VA200NN,Yes
MY20 Levorg,2.0,E7210VA200NN,Yes
MY20 Levorg,1.6,E5610VA600##,Yes
MY20 Levorg,1.6,E5610VA600##,Yes
MY20 Levorg,2.0,E5610VA600##,Yes
MY20 Levorg,2.0,E5610VA600##,Yes
MY20 Levorg,1.6,J1210VA010NN,Yes
MY20 Levorg,1.6,J1210VA010NN,Yes
MY20 Levorg,2.0,J1210VA010NN,Yes
MY20 Levorg,2.0,J1210VA010NN,Yes
MY20 Levorg,1.6,E5610VA200,Yes
MY20 Levorg,1.6,E5610VA200,Yes
MY20 Levorg,2.0,E5610VA200,Yes
MY20 Levorg,2.0,E5610VA200,Yes
MY20 Levorg,1.6,J1310VA050,Yes
MY20 Levorg,1.6,J1310VA050,Yes
MY20 Levorg,2.0,J1310VA050,Yes
MY20 Levorg,2.0,J1310VA050,Yes
MY20 Levorg,1.6,J1310VA070,Yes
MY20 Levorg,1.6,J1310VA070,Yes
MY20 Levorg,2.0,J1310VA070,Yes
MY20 Levorg,2.0,J1310VA070,Yes
MY20 Levorg,1.6,J1210VA300,Yes
MY20 Levorg,1.6,J1210VA300,Yes
MY20 Levorg,2.0,J1210VA300,Yes
MY20 Levorg,2.0,J1210VA300,Yes
MY20 Levorg,1.6,J1210VA310,Yes
MY20 Levorg,1.6,J1210VA310,Yes
MY20 Levorg,2.0,J1210VA310,Yes
MY20 Levorg,2.0,J1210VA310,Yes
MY20 Levorg,1.6,J1210VA320,Yes
MY20 Levorg,1.6,J1210VA320,Yes
MY20 Levorg,2.0,J1210VA320,Yes
MY20 Levorg,2.0,J1210VA320,Yes
MY20 Levorg,1.6,J1210VA330,Yes
MY20 Levorg,1.6,J1210VA330,Yes
MY20 Levorg,2.0,J1210VA330,Yes
MY20 Levorg,2.0,J1210VA330,Yes
MY20 Levorg,1.6,J1210VA360,Yes
MY20 Levorg,1.6,J1210VA360,Yes
MY20 Levorg,2.0,J1210VA360,Yes
MY20 Levorg,2.0,J1210VA360,Yes
MY20 Levorg,1.6,J1210VA370,Yes
MY20 Levorg,1.6,J1210VA370,Yes
MY20 Levorg,2.0,J1210VA370,Yes
MY20 Levorg,2.0,J1210VA370,Yes
MY20 Levorg,1.6,J1210VA380,Yes
MY20 Levorg,1.6,J1210VA380,Yes
MY20 Levorg,2.0,J1210VA380,Yes
MY20 Levorg,2.0,J1210VA380,Yes
MY20 Levorg,1.6,J1210VA390,Yes
MY20 Levorg,1.6,J1210VA390,Yes
MY20 Levorg,2.0,J1210VA390,Yes
MY20 Levorg,2.0,J1210VA390,Yes
MY20 Levorg,1.6,J501AVA300,Yes
MY20 Levorg,1.6,J501AVA300,Yes
MY20 Levorg,2.0,J501AVA300,Yes
MY20 Levorg,2.0,J501AVA300,Yes
MY20 Levorg,1.6,J5010VA100,Yes
MY20 Levorg,1.6,J5010VA100,Yes
MY20 Levorg,2.0,J5010VA100,Yes
MY20 Levorg,2.0,J5010VA100,Yes
MY20 Levorg,1.6,J1010VA600NN,Yes
MY20 Levorg,1.6,J1010VA600NN,Yes
MY20 Levorg,2.0,J1010VA600NN,Yes
MY20 Levorg,2.0,J1010VA600NN,Yes
MY20 Levorg,1.6,J1010VA001NN,Yes
MY20 Levorg,1.6,J1010VA001NN,Yes
MY20 Levorg,2.0,J1010VA001NN,Yes
MY20 Levorg,2.0,J1010VA001NN,Yes
MY20 Levorg,1.6,J1010VA004NN,Yes
MY20 Levorg,1.6,J1010VA004NN,Yes
MY20 Levorg,2.0,J1010VA004NN,Yes
MY20 Levorg,2.0,J1010VA004NN,Yes
MY20 Levorg,1.6,F0010VA000,Yes
MY20 Levorg,1.6,F0010VA000,Yes
MY20 Levorg,2.0,F0010VA000,Yes
MY20 Levorg,2.0,F0010VA000,Yes
MY20 Levorg,1.6,E7710VA000,Yes
MY20 Levorg,1.6,E7710VA000,Yes
MY20 Levorg,2.0,E7710VA000,Yes
MY20 Levorg,2.0,E7710VA000,Yes
MY20 Levorg,1.6,E7710VA010,Yes
MY20 Levorg,1.6,E7710VA010,Yes
MY20 Levorg,2.0,E7710VA010,Yes
MY20 Levorg,2.0,E7710VA010,Yes
MY20 Levorg,1.6,SAT6003,Yes
MY20 Levorg,1.6,SAT6003,Yes
MY20 Levorg,2.0,SAT6003,Yes
MY20 Levorg,2.0,SAT6003,Yes
MY20 Levorg,1.6,L101AVA011,Yes
MY20 Levorg,1.6,L101AVA011,Yes
MY20 Levorg,2.0,L101AVA011,Yes
MY20 Levorg,2.0,L101AVA011,Yes
